customer_id,Total,transaction_id
09336038-48af-4a40-9d70-e502c23f7e08,145080.34,7
4958c3f4-a361-467e-abf3-8240fb3b0e61,116546.58,11
5b731042-f7ca-44ce-b350-f6c30abb6668,106084.93,8
488b5382-f1f2-4352-97d7-f6e1507ec18e,97898.81,12
dd9e9b85-a4f6-450f-a63e-dcd26e488b22,75297.0,4
92a08093-7c51-42c8-af53-d91feff0824d,72725.85,18
81efc54e-219d-4239-bf70-ee71c2b801a9,69105.93,5
f89ff216-5ca6-4633-a908-c408d9399a60,67644.18000000001,18
3e704f9d-46f7-4b86-a849-36324119649b,66929.12585114404,22
3353148b-3cfd-4603-9f0f-d6ca3652a931,66495.58,5
a80c43f9-57f0-4d0a-87fb-8ffe3d48cf2e,66342.44,4
6d9ab258-9dd4-45c8-aa03-ec4178cf4c67,65770.99,15
e2ce393a-dcf8-4631-af36-41ec14d9f332,61303.93,8
962b63f6-1527-49a0-be1d-d9975d2dc861,59385.23,9
ec2ba1f5-f812-4760-8e2d-f0dfe46f84e4,55569.19,2
310305ca-d7a5-463a-b115-86af19d7d3f5,55464.31999999999,12
ffc456c6-40f3-447e-b67c-57749c6883b3,51864.04,10
1e087440-948c-4b88-a129-564cef585be0,50335.25,11
c0257b6d-c72f-4dac-91d9-9a7ae325e22b,47705.770000000004,10
acc9ad05-3113-4e01-8363-67f3544935fc,46888.19718374509,10
88f81be5-7968-49f1-8bd6-9350f5b74d9f,46004.01999999999,9
da5f8816-8959-455b-8787-b370200d593a,45948.829999999994,15
fdfdb134-72de-45aa-a3c8-ea9f0108c3dd,43957.46,11
b88cffa4-490e-4493-a475-eb0938b1f6df,43226.34,22
f8993eb9-71f5-42b0-afd4-5782289ef6b3,40874.18,5
c9b0a5a5-5ffa-4f34-abce-cbe51ff24bd6,40040.259999999995,3
1ec1e329-0053-4b97-9a99-570aefa09275,39169.52,4
45a6a2bb-b2e7-4e5f-b4ae-7a8c39867b6a,38340.15,7
a30a847f-fe0b-4ad0-90aa-1dfec2ff8cd0,36477.85,23
6b38bc1e-89e2-48f3-9706-93e59e78ed12,36080.75,15
176e11d0-4e82-4e8a-b4a7-c2970d10da41,33903.77,9
5c02f586-6b64-4202-b9a9-708b287d0a2c,32741.48,5
fbbab7c8-c458-4dbe-aa10-976be908f893,32729.42,2
25311de6-cea0-45b8-a32c-1c8406b8ac76,32356.170000000002,11
35538c13-d44b-4fe3-b2b3-d1029e00f4b4,32308.76,19
c20c8596-b271-41d1-b078-2f5d18817e78,31093.600000000002,5
b0ce4101-ab43-4e3c-ae89-7c96ef6f40e3,30887.899999999998,3
252baf64-0dcd-4f21-b79e-2315ba9fbe6e,30776.06,10
cda66ed6-e11c-48e4-bcc1-9e6d6b7c8aef,30226.809999999998,11
669e54c7-2006-408b-ad67-0676a023f06a,29498.239999999998,4
550e98d8-b2c9-4682-adf0-9e098ecd70c9,28316.79,13
487a3591-0d83-41be-862a-eeb1544622a9,27937.85,10
68cb0869-da5e-4471-8c33-a1cf13926a2a,27340.510000000002,11
c3b79f1e-b442-4437-a4f2-209f78877b4f,27206.620000000003,16
bf0f29ab-46ae-4076-8829-949023ea90c1,27052.47,20
4ca54899-83ef-47e4-a042-2ea6a126beed,26496.760000000002,14
ebdbc361-3aa6-4db3-a053-11081bf09278,26426.509567092926,13
1bd9a75c-25c7-436a-9662-8704128fa226,26171.18,11
43f4155a-69e9-4962-bfaf-06bd252863c8,25539.8,15
1314d51f-c6fc-4302-82b8-28f8fb36f1e8,25427.0,8
cd42fd5d-d837-4bdc-bd3a-7921cb9bad28,25347.269711769728,12
f4479b9e-c020-45e7-aa15-37911d788279,25301.83,20
291d4ca7-68de-4cc2-b29e-e6515cf3e079,25163.413421234265,11
ee69c4cb-0289-405c-877e-4da043e04cc0,25023.38,20
01f30800-c880-44d9-a114-4219284844b3,24908.114229925555,26
697e152e-5384-4f2b-8ad7-549205045de1,24833.08,16
7e636f4e-1ac6-4ea9-b32e-869c6121b10a,24721.11,4
47492b84-48b7-449e-9ae8-d5dacbfce8e1,24546.18,10
d9da8e19-7a1c-47bc-8b87-bcd69ed7b6ce,24103.014890905386,14
8bd3b325-5d02-4c07-99de-2887d53cb571,24039.48,26
538a19bf-28ae-4b47-8de1-c94e1395fa7f,23911.716487017125,14
c6674574-4631-4219-b090-fd2e8c029c66,23843.62507457215,11
89fba4c0-68b7-4e37-bd5d-cfb50a56d3ce,23761.720872947055,19
6b4a136d-d1f3-41cc-ad9c-c5ec2d824812,23625.129999999997,14
a9486b7d-ef7a-43e3-b379-a1437fb15409,23606.19,17
e81cf0a9-f3bb-4249-9d1b-7d91f9f3fc8d,23583.703643055585,3
39488fe7-1f10-45ef-9e58-a01f76352b16,23561.9,10
b98f73d5-5b0d-4c9f-8c49-e73c870d23f3,23377.31,18
89bf0e2c-8fd7-4fb0-93b5-a6def1cc4057,23351.752833396033,4
ea170d2c-9903-4c33-81de-cafa3d52b2cb,23310.690000000002,4
d51ed4ba-374c-45f6-9861-4e71a5a9f597,23010.670000000002,17
16d9c305-d2bf-4ea2-a8b7-98c15f6ed07e,22937.92,18
d7d7f2ab-9284-42f1-930e-3ae5b65716c0,22817.010000000002,6
ca29703e-a923-495c-b558-d03a39cc76b3,22635.11,6
5afa4a3c-c14b-4e95-846b-8c29c7257772,22493.49,13
d441b16c-86cc-4f34-a4cf-fd2f3ea65a88,22474.33,14
25d51615-b8cd-47b8-9395-539959ce7363,22452.022847596138,12
f37c8e8a-dcf8-48d2-b1fa-2add6bb73f7e,22255.87,17
6849b045-ecdb-4967-9b4f-635a98378a25,22066.584850054453,20
8f390606-8358-4c27-aca5-96d70f5b85a5,22047.18,18
39694c50-b6c8-4d17-bce7-94780521f03b,22036.73,21
147e231d-ea63-4214-a805-484d0f497e5c,21893.93923861404,7
06bab938-937a-4cc5-ba68-1d8de1b2d4f0,21820.05,8
1580c83f-3afc-4195-b4ae-923acac7e5ef,21816.44,33
715a33b1-a571-4cea-a1ce-162eb50a6361,21769.43,26
67c78346-f4d9-43bd-a359-63da5a4ac26f,21759.75444872427,14
8c04bb9e-1fd5-4824-86be-20367ea7c529,21734.57,8
77d51e71-3f64-4c48-9498-dc2e191f1565,21685.29,19
39a4f9e5-3e32-4af2-8afd-12054ce9413e,21601.75,12
bdb65f6d-2109-432c-8861-db3d7cfb5bc6,21372.45,16
049f771c-41a6-4267-9fc7-36e1524f8ed8,21186.2,14
340e3b7c-7ed7-422c-8042-65864db25175,21163.242912499838,18
25597440-51a5-4c25-92f6-9306dfe2d042,21140.09,14
120d232b-79a5-4c29-a4f1-ea5dd79ddfa0,21110.939999999995,11
2687089c-9f74-4772-8932-1a32376d0d33,21070.7,14
7747daa1-10e3-41da-94e1-b0585a4a3596,21026.329999999998,20
88af5169-3cb9-4391-a7f7-0fe10c554cff,20972.34,17
83d7a64e-470e-48a8-8053-426affd96f6f,20874.32,11
a1e0a52f-24ea-4ac2-952e-85ca9b770bea,20838.2,26
285055dd-eefa-4c97-a941-d8277e982962,20792.1,19
1ba2f771-2af1-4124-8d95-41a2ec01391a,20719.17550136119,8
6f9cd25b-df62-4938-aa39-1db5262bf59c,20575.24,25
293c281b-02d1-4a4d-92e4-16fe1717b589,20457.940000000002,19
acbd3d99-c92b-4570-8048-b6737a723cd1,20135.12,21
602392b3-8fc5-4208-a9e4-2cab2d14e67f,20094.55,11
83c5f65f-488e-4148-9c2d-1c984b3ca3f9,20013.305677333836,15
ad6134db-781f-437b-be5c-8b136ea593d5,19830.03420760297,15
74c661d4-5e4d-4bb7-9fcf-439939e5b87e,19809.85,12
d12653ce-6f6d-44a6-97fb-b2e31c844b26,19725.79,20
b48a215a-c028-4e93-899b-bf12f6e303cc,19714.079999999998,18
af5af9fd-3a3f-46c5-bb5b-1ff7a9f0a1a4,19518.56,10
b8099879-095e-4cd8-8ee7-eb90a1ad06b9,19466.8,14
fe239eca-d9d3-4deb-8935-c3c65c3f65b5,19455.2,19
a992a917-e849-4ffc-9848-fcf06233b135,19402.21,17
766e5911-549d-431a-99f4-fb97e73fcdb0,19233.53,20
beb96977-fedd-43a3-9809-69db5cbf2d58,19233.48,12
8069d7c5-d6dd-41d6-94bc-2ad569ecca24,19224.84,18
f47833ef-1a5b-41f4-923a-925cfb42dbd5,19159.08,26
46de7e63-4239-4514-9093-4981747012e2,19096.37,13
f86949ea-a936-4c23-8b35-27fc7b539283,19066.232644982443,11
341f6d8b-36e0-4264-8be7-7bc0d62d7ef9,19059.04,16
72933546-d2a1-43a9-adbc-a9f9fe35c7d1,19016.67,19
62581186-5f68-4fd2-aca2-b2bdeaaffa9f,18906.39,10
6f304a7d-72a1-4a62-897f-11d430d60d2d,18889.21,18
6d0f4baf-18d6-42de-ada5-5a3905742fea,18875.5,16
c3dcc9d8-1130-48cd-89ff-f1a08990ea6c,18786.23,7
20208a49-b8ac-4e83-8897-da6782cc8a14,18774.449999999997,6
8536acb9-e847-45d8-9da7-dbc4fbaf5e28,18774.18,16
33f7577e-222c-46cb-90c0-7395e3445520,18765.11,17
d27a7350-e8d5-4fee-bea6-cd0cccbaed01,18643.12,15
e800e112-89fb-4c0f-96e1-13df62a0987e,18579.23,23
a2e8eb75-2019-4a67-8de5-d236475d5353,18477.05,17
9f168912-4a8d-4fac-852c-d798ada0534f,18368.43,21
ed7cb646-e409-480f-a673-99ff678eed3f,18356.64,15
24bcc3c6-ce17-423f-87f5-a1f6d1114ba7,18337.3,4
5843781e-39ca-40a9-8a62-b4a59ae25759,18263.77,21
1a1f0013-8ebd-447b-9fb2-fff09514f781,18214.03,14
78632bd7-53cc-4ea1-84d5-30bba4d8379a,18199.0,15
1db3980a-6d9e-4684-9415-1ec28e0e5173,18182.3,11
2a7dc9ba-74d8-40a3-b709-a1e46c4312f4,18170.68,20
cc006784-05a4-4043-a603-e360de1551a9,18100.2032031722,5
861f2c1d-adb2-498e-909a-f7f8057b497a,18064.54,20
7fad430a-b4f1-41a3-9629-106c09a77a58,18024.44,18
ed5605c3-6bab-4e21-a871-0021ee32d121,18014.75,14
d73c1a44-e1d5-4dc8-8adf-896da1ea0011,18005.1710006351,9
30dae182-0e45-4a36-a653-9fa92ce074b5,17967.44,20
6a88caf8-5b28-4c4a-b5e9-47acaeab4a54,17818.212725357418,21
643f0668-85ec-4665-95e0-1e1808153bab,17770.93,20
d68a3d13-74b1-4972-a871-619ad5ffb96b,17770.47,15
4ac913b6-9eb4-4d5a-b1fa-ac0ae2142491,17756.66249832715,8
a86087fa-14b4-4049-a263-d71bef66f20d,17752.84,21
bb3c9f20-0596-4401-a663-530427a391cc,17716.73,15
f700fa1b-140c-4183-8f4f-96559e759494,17668.25,15
290385d8-5e51-46ba-9d25-fdfbeba1d6b5,17513.239140626145,9
2380c0b8-7dc8-440d-95bd-839239f5e5df,17475.59,15
213010fa-2232-4a15-b167-e8223990bb8c,17437.78,18
1e69cf63-62c4-440d-ab5b-5f82cae0d1d5,17425.3,15
51e7043c-c528-4181-99de-62f5f3b3c2ad,17309.53,16
5d9b858b-7896-49f5-8175-555f5d7d5ecd,17302.584019230042,21
4319837a-5744-40d0-9439-0f4d0cf8d027,17278.6,23
fe637ceb-9e44-4ff0-9f3f-833917308f19,17234.39,15
fd448a7b-5a2c-42ac-ac73-359a9c970584,17229.530000000002,18
ac49923b-db5a-45d6-b414-765c951381ac,17174.0,18
8aed6228-843e-458b-ad37-f9ff1179617d,17155.54,20
31c9f307-4d06-4ad9-bd64-f4a032af8087,17103.84,18
c97e198d-2c8c-4c35-9983-c35b4c1ad4dc,17083.579999999998,15
cebff21f-f788-475d-8ce9-8a2a62bf7993,17080.79,9
e79697c7-4d33-49b9-8ec9-3a883f3b6733,17071.77,15
3d15c5a3-ba78-46d4-8beb-3b8cf4b1c43c,17052.25,15
8481149d-02b5-4fc7-afd3-bdeaaf698b0f,17000.489999999998,10
8ce7f797-45bc-4052-9127-871519261f35,16998.48,20
6945ddc8-9666-417c-892f-b925bc2c6dd3,16989.1,14
62bcd40a-a908-4998-a926-941a121d3940,16939.92,23
947fec07-da8e-4f40-a7a6-b167c4977332,16911.571627991063,21
dc740850-6f5b-4106-bea9-1969cf7a34b3,16907.030000000002,8
63935137-51a3-4529-8a2d-7eacd18cd144,16877.85,8
27a0a109-b87b-4a15-9b34-21fd928ff0ac,16801.64,13
714f8218-7320-43cd-97ea-870aacee7ae8,16795.765955270726,13
f12f6b01-e776-48cb-8142-02a6183bf487,16769.96556464552,12
8fd64a6b-83be-4d99-b7e5-8be6736705c6,16750.27,11
8fb84603-d595-4d6f-a102-bd19663774fb,16722.39,18
f3a020be-2e98-468d-affd-2b0388a78026,16714.669153695068,12
e2d05bf5-0103-4196-bd67-d3dcaf0adc37,16670.41,5
dc02813b-5a4e-4556-ac0e-dac9def1f9b8,16665.02,17
3782d278-9cfd-4418-8d89-77ba54f65ea0,16663.15,19
fcf04851-bbd3-444b-9635-c2072d0c5ae8,16640.51,16
9f695f10-e48b-48ea-b0c7-c823eaba0da2,16622.98,13
eef3970c-6863-49b4-9f9b-ac6ffa817fef,16611.78,21
6c1990c5-f7ef-4928-801f-8b88e1ead4ab,16607.190000000002,16
1fbeb7c0-d9b6-48a7-ae28-1f3cfc6d3fe9,16606.911393362767,17
4e2f9031-3700-4fc3-bb4b-2f01d50fceef,16586.73,17
9269cf78-04e8-4a0d-8d4c-469e5891a0b8,16580.829999999998,21
d1c0ebcd-86d9-4f91-a2e4-5a577ac0f492,16577.7,15
65ae90f3-eb75-437a-b154-97574f09139a,16529.18,15
f11d4de1-11be-4f80-b43a-45bbd8c0cc3b,16527.739999999998,2
7f59642b-a7ad-429c-9520-80c7fdcba29c,16520.99,8
7580b7a2-d880-4d0f-8da7-73b24898bcf4,16377.05,12
8c4ecaa2-9cfd-47c2-b573-60b29fae0452,16367.256108888145,16
1996dfdd-858a-406a-93fc-ef7217ab8dbe,16365.449999999999,6
cde3b84e-ab5a-444c-9444-b164a90ea0e7,16352.439999999999,13
867129aa-6c66-4f66-86ae-4240d1b4ce20,16337.74,19
31666a09-f95b-4d08-9467-2b483f932cdc,16315.229653115395,18
e573f258-4b4c-4bab-a3f9-709b6301b133,16297.12,16
504344c2-cc55-40b0-804f-bb0c326eced3,16279.920084731495,16
28647e01-c4a4-49c2-a9e5-453c0f7d6966,16256.44,21
355391d9-905f-45cc-b507-628740885b97,16204.68,12
b5d30bfb-e110-4e58-a79c-154866db5853,16172.22847592386,12
216deaaf-3b53-411d-8c10-cd3725252394,16153.62,16
d9a2c0ba-45e8-4910-9c80-b64f36450a6d,16131.35,23
5ff3b719-34ea-4f22-ab48-c4ffdc0ac4e6,16130.37,12
14fe04e5-1bb2-4eb2-8223-7b6a08ff991a,16128.41,13
bbdeb6d8-0c99-483a-98b8-872f45ec9af7,16122.550000000001,11
c6a3fd8d-240f-4cd4-99dd-052f28a45f31,16089.5,18
c2432efb-535a-4884-bbe4-1a67b837f5ce,16070.82,11
13d492aa-ddde-44a4-8744-f6fb110c88ad,16063.19,12
29dec202-949b-4cb4-9850-9427980442f4,16018.23,12
b952fdfc-9104-404a-8d4f-b115c0cb2328,15970.57,18
a7c5893f-7085-4ec2-8e06-728bffdabc29,15936.869999999999,16
a1b90d36-5321-4a1f-aed1-da92d0e58cc2,15924.64,14
efee4b39-a0b2-4d22-a059-94a8e89ccb94,15896.72,17
5900a2a7-acd6-496d-8959-6b52b0389960,15888.46496492576,16
b9341e74-d4d5-44df-a959-8211b47cb8fc,15871.65,12
ef7c2291-ee9e-43cb-99c3-59c9585ae9ea,15860.0,18
e39d4507-4be9-41e6-9b19-6b1513250950,15858.92,9
e04b36ce-29d5-471b-ad8c-c9476d60bcb0,15851.630000000001,15
fc273b04-c9f9-4163-b9bb-69e0dbc4e365,15840.95,10
e0464b5f-5d5f-4451-872d-641f003bae1d,15830.69,17
8754b621-e885-40df-8cf1-545678fd20b1,15819.66,11
ed076325-c467-4a29-88fa-c2c4487e00b2,15757.73,7
